Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
3915,Sales,Female,37,Associate,2016-11-21,6,MBA,4,59201.02,51,20,4,2,100,7,68,3,4.28,True
3916,Operations,Female,35,Lead,2015-12-09,10,Master,4,57528.54,45,23,0,2,0,9,45,1,2.75,False
3917,Finance,Female,33,Associate,2016-09-02,9,Master,4,59411.46,44,15,11,8,25,5,31,1,4.47,True
3918,Sales,Male,50,Manager,2018-09-26,1,PhD,3,32329.68,53,25,4,9,75,6,28,0,3.77,True
3919,Legal,Female,35,Manager,2025-03-06,5,MBA,3,42706.17,53,25,2,0,100,3,10,1,3.73,False
3920,Legal,Male,28,Executive,2023-05-22,10,Diploma,4,58557.19,49,22,18,0,75,10,13,1,3.0,False
3921,IT,Male,22,Manager,2025-07-24,4,MBA,5,43170.15,60,25,15,10,0,3,74,1,4.01,False
3922,Finance,Male,36,Executive,2016-06-06,8,Diploma,3,51131.19,54,25,5,8,25,6,38,0,2.25,False
3923,Sales,Male,30,Executive,2021-09-01,7,MBA,3,49051.14,55,25,6,6,50,14,19,0,1.18,False
3924,Operations,Female,28,Developer,2017-05-29,8,Master,3,52937.38,45,18,10,1,0,3,16,0,2.82,True
3925,IT,Female,32,Associate,2017-04-02,4,Diploma,3,44858.87,44,15,13,6,0,7,9,3,1.41,False
3926,IT,Male,25,Analyst,2016-10-22,7,Diploma,3,47807.05,56,25,5,2,100,8,53,1,2.96,False
3927,Legal,Male,26,Analyst,2022-05-03,6,Diploma,4,49912.52,47,25,2,2,0,8,13,1,2.29,False
3928,Sales,Male,25,Developer,2020-03-22,7,Bachelor,4,54408.64,39,18,19,6,100,13,78,0,1.53,False
3929,Finance,Male,27,Analyst,2019-11-16,2,Bachelor,2,38962.37,44,20,3,4,0,8,47,0,1.58,False
3930,Operations,Female,36,Lead,2015-07-22,6,Master,5,50948.95,42,20,11,8,75,5,58,0,2.85,False
3931,IT,Female,25,Developer,2021-03-24,5,PhD,3,52945.27,37,23,17,6,100,9,16,3,3.08,False
3932,Operations,Female,34,Analyst,2024-10-05,2,Diploma,3,35126.19,35,25,7,1,100,9,32,1,1.58,False
3933,Legal,Male,29,Lead,2023-06-23,10,Diploma,5,69505.22,37,15,2,8,75,14,77,3,4.77,False
3934,Operations,Female,21,Executive,2019-12-20,10,MBA,4,67505.96,56,24,8,0,50,9,60,2,2.45,False
3935,Marketing,Female,38,Associate,2018-07-09,7,PhD,3,51322.0,40,21,10,10,25,6,50,1,1.5,False
3936,Operations,Male,35,Manager,2016-01-07,9,MBA,3,55346.63,55,25,13,6,25,5,19,0,2.3,False
3937,IT,Male,26,Analyst,2018-08-12,1,PhD,4,45533.01,49,23,9,10,0,7,77,3,1.59,True
3938,Operations,Male,32,Developer,2018-05-17,0,Bachelor,4,31561.07,55,23,4,0,50,12,66,1,1.34,False
3939,IT,Male,25,Manager,2021-03-11,9,Bachelor,3,55053.72,43,20,15,4,25,9,77,2,3.98,False
3940,Operations,Male,36,Developer,2017-06-23,10,Diploma,2,57698.04,52,25,20,3,50,13,35,2,4.32,False
3941,Legal,Male,32,Lead,2025-05-20,4,MBA,5,49382.08,53,25,8,10,75,4,57,1,1.68,False
3942,Legal,Male,33,Associate,2017-03-01,6,PhD,3,48152.5,55,21,13,10,75,7,28,1,3.93,False
3943,IT,Female,25,Manager,2025-02-26,3,Master,3,45576.17,60,25,2,8,0,13,46,3,4.35,False
3944,IT,Female,30,Lead,2021-03-21,8,PhD,4,62136.47,53,23,16,3,75,13,5,2,1.12,False
3945,Legal,Male,28,Analyst,2023-04-04,2,MBA,4,42044.09,53,25,1,10,25,9,80,3,2.69,False
3946,Legal,Female,30,Associate,2023-01-18,9,Master,4,56658.68,37,17,14,5,100,8,64,0,4.82,False
3947,IT,Male,31,Lead,2015-05-12,3,Diploma,4,43215.23,54,25,3,3,0,6,50,1,1.13,False
3948,Legal,Female,21,Associate,2024-08-03,3,Master,2,35510.94,43,14,0,7,100,14,9,0,2.0,True
3949,Finance,Female,32,Manager,2019-12-02,0,Master,4,34924.69,56,25,5,0,50,6,55,0,3.48,False
3950,Marketing,Female,29,Manager,2021-07-27,1,MBA,5,40510.7,58,25,8,3,75,11,68,3,2.96,False
3951,HR,Female,26,Manager,2024-02-28,3,Bachelor,3,40695.13,53,25,11,7,75,14,35,2,2.25,True
3952,Operations,Female,41,Associate,2018-10-11,5,Bachelor,3,45043.18,58,25,2,7,100,6,72,3,3.39,False
3953,Sales,Female,41,Executive,2025-02-13,2,MBA,2,38581.13,51,25,14,5,100,3,27,3,4.48,True
3954,Sales,Female,22,Executive,2023-01-14,6,MBA,3,51735.92,40,17,8,9,25,4,32,3,1.18,False
3955,Legal,Female,26,Developer,2023-07-16,1,Diploma,3,38819.85,57,25,1,8,100,8,8,2,2.08,False
3956,HR,Male,36,Lead,2015-04-21,2,Bachelor,4,34644.04,57,25,6,4,25,14,68,0,2.35,False
3957,IT,Male,27,Analyst,2016-03-08,3,Bachelor,4,37200.42,42,25,7,7,25,3,68,0,2.87,False
3958,Operations,Female,30,Executive,2021-06-11,5,Diploma,4,47462.06,38,17,1,3,0,13,64,1,3.25,False
3959,Legal,Female,29,Associate,2016-09-14,1,Diploma,4,38831.1,55,24,7,6,0,10,42,1,3.26,False
3960,HR,Female,33,Executive,2021-08-02,1,Diploma,2,34721.94,54,25,14,6,50,11,21,3,1.16,False
3961,Marketing,Female,28,Associate,2023-02-24,1,Master,3,24981.38,38,20,13,6,100,14,22,0,1.39,False
3962,IT,Female,31,Analyst,2022-03-06,8,PhD,4,63356.52,45,25,13,6,50,5,26,2,4.32,False
3963,Finance,Male,30,Executive,2020-11-04,10,Bachelor,3,52055.57,45,25,13,10,0,4,28,1,1.62,False
3964,Marketing,Male,28,Developer,2023-12-03,10,Bachelor,3,59870.04,51,25,4,6,75,8,44,1,3.68,False
3965,Marketing,Female,32,Executive,2021-05-27,3,Bachelor,3,40054.62,60,25,18,5,50,12,50,1,1.84,False
3966,Finance,Male,28,Manager,2023-02-28,0,PhD,3,31628.4,38,25,4,6,25,3,40,2,3.1,False
3967,Operations,Male,23,Lead,2021-06-07,1,Diploma,4,31236.23,50,23,18,9,25,8,49,1,4.37,False
3968,IT,Female,30,Associate,2019-05-26,3,MBA,3,36380.29,46,21,20,10,0,13,70,0,4.87,False
3969,Finance,Male,25,Manager,2025-02-21,3,Diploma,2,33385.37,45,17,11,10,25,7,28,2,1.26,False
3970,Finance,Female,34,Developer,2024-10-05,4,PhD,3,41975.34,43,19,3,4,0,5,30,3,2.67,False
3971,HR,Female,30,Lead,2023-12-09,0,Master,3,38593.41,44,22,7,8,100,13,35,2,1.96,False
3972,Marketing,Male,29,Manager,2018-05-25,1,Bachelor,3,35668.08,42,18,2,9,0,6,54,3,2.87,False
3973,Marketing,Male,39,Analyst,2024-08-02,9,Bachelor,3,57961.78,54,25,13,8,0,11,15,2,3.75,False
3974,Marketing,Male,31,Lead,2017-10-18,10,Bachelor,3,57089.02,39,19,18,5,25,8,55,0,1.7,False
3975,Finance,Female,31,Lead,2019-08-15,7,Master,4,57798.85,48,17,17,4,75,10,61,3,1.56,False
3976,Operations,Male,39,Manager,2022-09-21,2,Bachelor,3,42532.73,46,23,12,7,100,10,13,2,3.81,False
3977,IT,Female,36,Executive,2024-08-21,3,Diploma,4,39703.87,47,18,16,3,75,13,27,0,4.38,False
3978,HR,Female,34,Developer,2017-04-18,8,MBA,3,56410.29,43,25,17,4,50,8,46,1,4.5,False
3979,Sales,Female,35,Analyst,2018-03-11,10,MBA,3,63663.4,49,25,1,10,50,5,42,1,2.84,False
3980,Sales,Female,30,Executive,2016-01-01,4,Master,4,46482.09,37,18,12,8,25,10,77,2,4.18,False
3981,Finance,Female,30,Developer,2017-10-02,10,Master,3,55661.84,43,24,20,10,75,14,28,1,2.11,False
3982,Legal,Male,22,Analyst,2025-02-11,7,Bachelor,3,50811.15,48,25,7,5,50,7,30,3,1.31,False
3983,Legal,Female,26,Executive,2020-11-05,4,Diploma,4,44495.95,48,25,6,7,0,12,56,2,2.74,False
3984,Finance,Female,27,Manager,2018-11-04,0,Bachelor,3,25175.79,40,24,12,1,0,4,24,0,2.0,True
3985,HR,Female,37,Executive,2016-10-19,6,Diploma,3,45814.49,59,25,19,4,75,9,36,0,4.9,True
3986,IT,Female,26,Executive,2022-03-06,3,PhD,3,40098.34,59,25,18,9,75,12,35,2,3.24,True
3987,Sales,Female,32,Developer,2022-09-06,2,Diploma,3,42813.15,52,25,0,1,50,8,50,3,3.65,True
3988,Operations,Male,33,Associate,2026-01-17,7,Bachelor,4,56582.03,47,22,10,4,100,11,72,2,1.05,False
3989,HR,Male,33,Associate,2024-10-30,6,MBA,4,50887.28,44,23,3,5,0,12,25,0,4.58,False
3990,Finance,Female,37,Associate,2023-08-07,2,Bachelor,3,36248.77,51,25,20,2,50,3,31,2,1.29,False
3991,Legal,Male,23,Lead,2016-11-26,2,MBA,3,32813.98,57,25,14,1,25,4,61,1,2.44,False
3992,Marketing,Female,40,Executive,2024-06-27,4,MBA,3,37396.69,56,22,11,7,25,4,77,2,2.54,False
3993,Marketing,Female,25,Lead,2020-03-21,9,PhD,4,63115.36,47,25,3,7,75,10,19,3,3.07,False
3994,Sales,Female,30,Lead,2023-06-20,10,PhD,4,58943.27,48,18,15,3,75,11,39,0,1.72,True
3995,HR,Male,34,Associate,2022-09-17,4,Diploma,4,42915.65,42,24,17,6,75,4,73,1,3.33,False
3996,Sales,Male,29,Developer,2021-01-26,6,Master,3,46159.26,58,25,4,7,25,5,36,0,2.81,False
3997,Legal,Male,24,Developer,2016-03-21,9,PhD,4,54165.03,42,21,10,3,100,6,59,1,4.25,False
3998,Sales,Male,21,Analyst,2018-01-23,1,MBA,4,35680.76,37,17,15,2,100,3,52,2,1.26,True
3999,HR,Female,30,Executive,2021-07-27,4,Master,3,38713.69,55,25,6,3,25,11,26,1,2.91,False
4000,HR,Female,40,Executive,2016-03-18,0,Diploma,3,34069.32,48,22,4,5,100,11,41,2,2.42,False
4001,Marketing,Female,39,Lead,2015-05-13,5,Master,4,45702.92,42,19,9,9,75,3,46,0,3.66,False
4002,Marketing,Female,21,Associate,2021-12-16,3,MBA,2,36149.35,49,25,20,8,100,3,7,1,1.6,False
4003,IT,Female,33,Analyst,2020-07-31,6,PhD,4,52187.65,58,25,12,0,0,10,36,1,4.13,False
4004,IT,Male,33,Developer,2025-06-18,10,MBA,4,61859.88,60,25,8,7,25,7,34,0,1.31,False
4005,Marketing,Male,24,Executive,2016-02-26,9,Diploma,3,57764.73,43,25,2,9,50,6,10,1,1.3,True
4006,IT,Female,24,Associate,2025-10-09,10,Master,3,59566.05,37,14,0,7,25,8,31,1,4.05,False
4007,IT,Male,27,Manager,2019-05-07,4,MBA,5,43304.61,38,15,7,7,75,12,80,1,3.97,False
4008,IT,Male,26,Manager,2026-02-18,2,Diploma,5,45345.0,36,23,4,0,75,4,78,1,4.78,True
4009,Finance,Female,28,Manager,2021-06-08,5,Master,4,42611.26,56,25,19,3,25,8,72,0,1.08,False
4010,HR,Female,26,Executive,2021-04-14,5,Master,3,43352.0,58,25,7,3,100,14,40,3,2.24,False
4011,Sales,Male,36,Developer,2015-07-20,6,Master,3,55587.87,43,24,16,1,0,12,17,3,2.73,False
4012,Sales,Male,27,Lead,2023-04-14,8,MBA,3,59378.42,49,20,3,9,0,7,30,3,1.36,False
4013,Sales,Female,27,Manager,2018-05-03,10,Master,4,66514.59,48,25,12,5,25,13,62,2,1.61,True
4014,Legal,Male,21,Manager,2022-08-11,10,Master,3,63378.55,45,23,12,6,0,9,32,3,1.03,False
4015,Marketing,Female,30,Executive,2018-12-23,3,Bachelor,3,36090.55,43,25,6,7,100,8,42,2,5.0,True
4016,HR,Male,27,Executive,2015-04-04,2,PhD,3,33728.25,43,23,11,2,25,9,8,1,4.8,True
4017,Operations,Female,21,Manager,2020-04-02,7,Diploma,4,53492.67,40,21,20,6,0,13,74,0,1.8,False
4018,Finance,Male,26,Lead,2024-01-31,5,Bachelor,4,50082.11,36,16,5,1,25,9,48,3,3.18,False
4019,IT,Female,30,Developer,2024-04-16,9,Diploma,3,56870.98,39,24,3,1,100,7,16,0,4.63,False
4020,Finance,Male,33,Lead,2024-10-28,5,Master,2,39418.13,53,21,4,6,25,9,31,2,1.07,False
4021,Finance,Male,40,Manager,2015-01-16,7,MBA,4,46787.26,53,25,0,8,100,13,58,1,4.99,True
4022,Operations,Male,47,Manager,2025-01-19,10,Master,3,59917.86,56,25,5,1,0,7,45,1,3.94,False
4023,Sales,Female,30,Executive,2015-12-13,3,Diploma,2,48616.88,58,25,6,7,100,12,14,3,4.21,False
4024,IT,Female,23,Developer,2023-12-04,4,MBA,3,41669.42,54,24,12,3,0,12,41,3,4.78,False
4025,HR,Male,31,Executive,2016-03-20,2,PhD,4,37225.4,41,25,12,9,50,11,78,1,4.54,False
4026,HR,Male,26,Associate,2023-05-17,3,Master,4,43806.86,48,25,17,4,25,10,43,3,1.17,False
4027,Legal,Male,31,Associate,2019-08-29,7,Bachelor,3,57746.14,39,25,18,10,50,4,14,3,3.25,False
4028,Operations,Male,36,Manager,2019-09-18,4,PhD,3,41764.36,43,25,8,6,50,9,32,3,3.36,False
4029,IT,Female,32,Lead,2025-06-26,8,Diploma,4,56296.51,47,25,12,8,50,6,56,2,3.17,False
4030,Legal,Male,32,Associate,2015-10-16,2,MBA,3,38879.75,48,25,20,8,50,11,24,3,3.97,False
4031,Marketing,Female,30,Manager,2017-07-06,3,MBA,3,35786.78,36,15,10,3,50,11,40,1,2.61,False
4032,Legal,Male,25,Associate,2020-03-21,4,Diploma,5,44260.23,56,25,10,4,100,9,37,1,2.93,False
4033,IT,Female,24,Manager,2020-01-24,10,Bachelor,5,67925.46,45,22,17,8,0,7,69,2,3.18,True
4034,Finance,Male,24,Associate,2021-08-29,8,Diploma,4,59607.99,41,22,16,8,100,4,77,1,2.8,False
4035,Finance,Female,35,Manager,2015-06-26,8,PhD,4,64279.57,52,25,14,7,0,3,27,2,2.47,False
4036,Finance,Male,29,Manager,2015-05-27,4,PhD,2,35420.35,59,25,12,10,100,12,5,0,4.6,False
4037,Finance,Male,34,Associate,2017-12-06,0,Diploma,3,24852.47,48,25,20,9,25,12,74,0,3.17,False
4038,Finance,Male,28,Manager,2017-07-15,1,Master,4,33627.78,36,13,13,6,25,10,46,0,4.61,False
4039,Marketing,Male,29,Analyst,2023-10-14,1,MBA,5,39854.72,41,22,20,1,75,5,67,2,3.87,False
4040,Sales,Male,33,Manager,2021-11-06,1,Diploma,4,36842.68,39,21,14,1,0,14,36,1,3.03,False
4041,Legal,Female,31,Manager,2020-10-20,5,PhD,4,44233.19,57,22,2,10,100,13,78,0,2.64,False
4042,Marketing,Female,24,Manager,2021-09-17,6,MBA,3,48178.55,42,18,19,10,0,5,29,3,3.41,False
4043,Operations,Female,25,Lead,2025-12-10,8,Bachelor,4,54339.69,58,25,14,9,50,5,36,2,1.1,False
4044,HR,Male,32,Executive,2021-01-01,3,Diploma,3,36806.34,41,25,16,8,25,6,37,2,3.77,True
4045,Marketing,Male,21,Associate,2015-07-12,4,Bachelor,3,43089.55,40,22,17,9,50,13,18,3,1.4,False
4046,Marketing,Female,36,Analyst,2024-03-24,6,MBA,3,44382.98,40,24,3,4,75,14,22,2,1.17,True
4047,IT,Male,33,Associate,2023-11-06,8,Master,3,56351.9,47,24,13,4,25,7,22,3,1.6,False
4048,HR,Male,31,Manager,2021-04-27,1,Master,4,34229.55,52,25,4,2,25,3,21,3,3.08,False
4049,Legal,Female,36,Executive,2018-07-22,3,MBA,4,42618.95,49,21,18,1,50,13,76,0,1.76,False
4050,IT,Male,30,Lead,2023-02-10,3,Bachelor,3,45566.97,54,24,19,8,25,11,32,3,2.33,False
4051,Operations,Female,37,Lead,2023-06-29,8,MBA,3,60382.26,51,25,10,2,100,4,16,3,1.92,False
4052,Finance,Female,35,Associate,2021-01-26,10,MBA,4,59205.27,35,14,4,6,50,11,34,0,4.32,False
4053,Operations,Female,29,Analyst,2025-06-09,8,Master,3,50479.82,47,25,19,4,0,13,22,0,4.8,False
4054,Marketing,Male,26,Executive,2019-08-14,0,Bachelor,4,33372.55,60,25,8,3,25,8,63,2,3.75,False
4055,Operations,Male,32,Lead,2015-01-30,3,Bachelor,4,44271.13,47,19,14,4,100,4,76,3,3.26,False
4056,Sales,Female,30,Analyst,2023-04-09,8,MBA,3,54981.75,59,22,14,7,75,11,50,2,2.12,False
4057,HR,Female,28,Developer,2018-08-11,3,PhD,4,45027.39,35,21,10,10,75,12,76,3,1.8,False
4058,Legal,Female,31,Lead,2017-06-17,9,Bachelor,4,52039.46,60,25,19,5,25,7,12,0,4.24,False
4059,Operations,Female,26,Lead,2021-12-10,10,MBA,4,64419.03,54,21,1,2,0,13,39,2,3.86,False
4060,Operations,Male,42,Manager,2018-09-05,5,MBA,4,50940.47,41,14,3,2,0,3,58,2,4.99,False
4061,Operations,Male,30,Executive,2020-05-09,2,Master,4,38961.32,43,21,3,7,0,7,36,3,1.22,False
4062,Operations,Male,39,Lead,2025-06-06,8,Master,4,58048.28,35,21,11,6,50,12,51,1,4.32,False
4063,Finance,Female,35,Lead,2017-06-27,2,Diploma,4,45276.72,60,25,4,10,0,4,45,2,3.54,False
4064,Finance,Male,42,Executive,2015-12-31,7,PhD,4,54181.17,40,21,9,6,100,7,47,2,4.47,False
4065,Finance,Male,33,Developer,2024-04-08,2,Bachelor,3,38934.22,44,21,9,2,75,6,67,2,1.98,False
4066,Marketing,Male,24,Associate,2015-07-19,1,PhD,3,31618.76,48,25,12,8,75,11,20,2,3.18,False
4067,IT,Male,33,Analyst,2023-10-16,4,Bachelor,3,40801.29,53,19,6,9,50,13,31,1,3.36,False
4068,Finance,Female,38,Associate,2021-10-24,5,Diploma,3,44919.27,51,23,6,3,0,12,6,0,4.11,False
4069,Operations,Female,22,Manager,2019-12-19,5,Diploma,5,47497.36,46,25,3,0,75,13,78,1,1.92,False
4070,Marketing,Female,33,Manager,2022-03-01,1,Diploma,4,37824.6,46,23,0,8,75,8,44,3,1.1,True
4071,Legal,Female,42,Manager,2023-02-14,3,MBA,4,39770.38,54,25,2,8,0,12,48,1,2.34,True
4072,HR,Male,36,Developer,2023-10-24,0,PhD,4,32716.81,45,20,10,4,0,13,79,3,4.58,False
4073,Marketing,Female,40,Lead,2021-06-06,5,Bachelor,3,48838.58,49,25,10,5,100,8,51,2,1.36,False
4074,Operations,Female,30,Lead,2015-01-25,2,MBA,3,35665.76,43,15,20,8,75,10,45,3,2.32,False
4075,HR,Female,25,Analyst,2020-07-25,9,Bachelor,5,63667.59,48,25,19,3,100,3,67,2,2.09,False
4076,IT,Male,33,Executive,2017-04-11,6,Bachelor,4,46053.63,48,25,12,7,0,10,39,2,1.58,False
4077,Sales,Male,31,Lead,2017-07-02,4,MBA,4,45338.04,43,25,1,1,25,10,63,3,2.03,True
4078,Finance,Male,37,Executive,2023-01-20,3,MBA,3,39130.75,47,25,19,5,0,10,15,1,2.15,False
4079,Sales,Female,31,Lead,2020-03-30,9,Master,4,60418.17,49,25,13,0,50,14,72,1,4.06,False
4080,Finance,Female,27,Associate,2019-09-16,2,MBA,2,34173.39,49,23,17,10,75,13,22,2,4.46,False
4081,Sales,Female,34,Manager,2022-02-09,8,Diploma,2,46424.7,40,17,14,0,0,4,5,0,3.36,False
4082,Marketing,Female,36,Manager,2020-07-05,4,Master,2,41435.44,56,25,2,7,25,7,11,1,3.97,False
4083,Operations,Female,21,Manager,2017-10-16,10,MBA,4,71627.29,50,25,12,7,25,11,55,3,2.95,False
4084,Finance,Male,22,Executive,2020-12-07,2,Master,4,33761.53,38,19,9,8,75,12,62,1,2.54,False
4085,Operations,Male,35,Manager,2017-06-01,9,MBA,3,55817.72,48,25,1,6,75,11,64,0,1.99,True
4086,Legal,Male,38,Associate,2025-12-04,1,MBA,4,34759.51,55,25,4,9,25,4,75,0,3.73,False
4087,Finance,Female,27,Associate,2025-04-03,3,MBA,3,35396.44,48,25,15,9,50,14,44,1,4.64,False
4088,Legal,Male,21,Manager,2018-09-11,4,MBA,4,47730.14,56,25,14,7,75,6,57,2,2.88,False
4089,HR,Female,21,Associate,2026-03-16,1,MBA,4,35152.89,36,19,15,10,100,13,73,3,1.68,False
4090,HR,Male,31,Executive,2017-09-12,0,Diploma,4,28238.14,55,25,19,7,75,12,36,0,1.57,False
4091,Sales,Female,25,Analyst,2017-12-02,1,Master,3,31733.55,60,25,6,8,0,3,49,0,2.64,False
4092,HR,Female,38,Developer,2019-02-03,7,MBA,2,45402.36,41,25,14,3,100,8,25,1,4.19,False
4093,Sales,Female,29,Manager,2015-12-24,0,Diploma,3,26293.13,40,25,11,4,0,11,50,1,3.06,False
4094,Legal,Female,26,Associate,2021-10-04,6,Bachelor,2,46470.99,38,21,1,2,25,10,6,1,1.49,False
4095,Finance,Male,27,Associate,2016-07-03,9,Bachelor,2,55188.65,35,11,10,8,0,8,20,3,4.61,False
4096,Operations,Female,23,Analyst,2025-12-30,7,Diploma,4,45989.29,36,12,16,2,25,6,79,0,2.21,True
4097,Marketing,Male,29,Executive,2017-11-14,2,MBA,4,37827.75,40,20,0,5,0,6,69,2,4.66,False
4098,IT,Female,32,Associate,2026-01-04,8,Diploma,4,51646.75,53,25,18,10,50,8,33,3,3.85,False
4099,Sales,Female,21,Manager,2024-05-23,7,MBA,3,50190.96,59,25,8,4,0,7,12,2,1.4,True
4100,Sales,Male,35,Manager,2017-04-15,2,MBA,3,33393.28,43,25,3,3,100,5,8,2,4.09,False
4101,IT,Male,34,Associate,2016-12-03,0,Diploma,4,30540.05,53,25,16,6,50,12,52,1,4.73,False
4102,HR,Female,28,Analyst,2015-10-03,9,Master,4,57190.03,39,12,0,3,100,6,37,1,3.09,False
4103,IT,Male,21,Manager,2020-05-24,3,Diploma,2,31963.39,59,25,1,6,25,3,14,0,2.28,False
4104,Marketing,Female,29,Lead,2015-07-29,3,Diploma,3,40554.26,49,21,1,1,75,7,18,0,3.81,False
4105,Operations,Male,29,Associate,2018-10-29,1,PhD,3,28928.02,57,25,10,1,25,12,23,1,2.73,False
4106,Legal,Female,29,Manager,2018-10-15,3,PhD,3,36005.26,53,25,9,9,25,6,70,1,3.69,False
4107,HR,Male,32,Executive,2022-02-03,6,MBA,3,52588.27,35,22,11,9,75,13,17,2,2.33,False
4108,Finance,Female,38,Lead,2020-09-03,8,Bachelor,4,55566.7,50,25,20,8,0,14,66,2,2.45,False
4109,IT,Male,23,Associate,2020-05-27,7,PhD,5,54101.25,40,15,4,4,50,14,73,1,4.53,False
4110,Sales,Male,23,Developer,2022-04-27,7,MBA,4,59563.44,53,25,7,5,50,14,38,3,4.21,False
4111,Marketing,Male,35,Lead,2017-01-21,4,Bachelor,3,43822.31,56,25,16,7,75,13,13,3,2.53,False
4112,Marketing,Female,35,Analyst,2026-02-13,8,Bachelor,4,63917.09,35,12,8,4,75,9,5,3,3.99,False
4113,Finance,Female,30,Lead,2019-03-19,3,Bachelor,3,40364.2,41,16,10,9,50,12,70,1,4.18,False
4114,Legal,Female,27,Associate,2017-02-15,7,Bachelor,5,56483.18,48,23,1,8,0,4,79,1,4.97,False
4115,IT,Female,36,Developer,2019-11-30,5,Master,3,45732.81,55,25,5,5,25,7,16,1,2.94,False
4116,Finance,Male,32,Executive,2024-12-22,4,Bachelor,2,38969.88,55,25,7,5,100,7,9,1,1.65,False
4117,HR,Male,27,Lead,2022-07-14,0,Master,3,28123.56,39,23,2,7,25,5,55,2,2.23,False
4118,IT,Male,26,Analyst,2017-04-22,5,PhD,4,41211.04,51,22,4,9,75,5,70,0,3.57,False
4119,HR,Male,30,Executive,2015-01-05,5,Bachelor,3,44685.08,39,11,17,1,100,4,39,0,4.07,False
4120,HR,Female,35,Associate,2016-10-20,5,Master,4,52868.45,53,25,12,8,50,10,68,3,2.25,False
4121,Operations,Female,40,Associate,2022-04-06,5,Master,3,41031.77,40,19,0,9,50,8,56,1,2.34,False
4122,Finance,Male,33,Analyst,2017-08-25,1,Bachelor,4,34897.89,56,25,11,1,0,8,52,0,2.02,False
4123,Operations,Male,30,Developer,2016-10-06,8,Diploma,5,58587.58,43,24,12,6,0,8,60,3,2.52,False
4124,Legal,Female,26,Executive,2015-10-27,8,MBA,4,52762.4,48,18,1,7,50,6,43,1,4.52,False
4125,Marketing,Female,30,Associate,2024-11-18,6,MBA,3,56021.37,51,25,12,2,75,3,73,2,3.69,False
4126,HR,Female,25,Manager,2020-07-23,7,Diploma,3,54850.13,55,25,9,7,0,9,48,3,4.05,True
4127,Marketing,Male,38,Developer,2022-12-13,1,MBA,4,38281.24,54,25,4,9,50,12,76,1,4.63,False
4128,Operations,Female,25,Executive,2024-10-08,4,PhD,3,45016.86,44,17,2,4,25,14,28,2,2.33,True
4129,HR,Female,30,Associate,2021-10-10,8,Bachelor,3,58723.79,51,25,17,2,0,9,40,3,3.41,False
4130,IT,Male,35,Developer,2019-06-09,10,Bachelor,4,61090.13,39,21,17,2,100,9,76,0,2.02,False
4131,Sales,Male,37,Associate,2022-10-13,1,PhD,4,33975.03,39,16,19,3,100,11,71,0,3.33,False
4132,Legal,Male,27,Lead,2022-01-24,4,MBA,3,46335.44,38,19,18,3,50,12,28,1,3.81,False
4133,Operations,Male,42,Executive,2016-06-20,10,MBA,4,66729.31,52,25,12,8,50,13,70,3,2.79,False
4134,HR,Male,21,Lead,2025-12-17,1,Bachelor,3,32509.04,40,21,10,6,100,3,24,1,3.53,False
4135,IT,Male,23,Developer,2021-02-12,5,Bachelor,3,52928.04,53,25,6,9,100,8,19,3,2.22,False
4136,HR,Female,27,Executive,2017-03-10,10,Diploma,4,59253.96,42,12,15,9,25,13,16,1,1.92,False
4137,Legal,Male,35,Associate,2022-08-12,7,MBA,3,51943.73,60,25,1,0,75,12,39,0,3.2,False
4138,Legal,Male,30,Associate,2018-01-28,8,Bachelor,4,59601.07,54,25,4,1,75,4,69,1,3.07,False
4139,Sales,Male,36,Developer,2025-12-18,9,MBA,3,55286.59,60,25,17,2,100,3,17,1,1.07,False
4140,IT,Female,29,Lead,2022-04-03,6,MBA,4,51881.32,43,20,12,5,75,3,47,1,2.83,False
4141,Marketing,Male,35,Analyst,2019-04-19,7,Diploma,3,48800.47,57,25,15,3,0,4,78,0,1.01,False
4142,HR,Female,36,Manager,2023-09-02,6,PhD,3,48908.98,51,23,12,9,0,10,48,3,2.04,False
4143,Operations,Male,36,Associate,2018-11-25,8,MBA,2,57444.07,46,24,7,9,0,10,9,1,2.88,False
4144,Finance,Male,36,Associate,2017-05-13,3,MBA,4,47062.5,49,24,6,7,100,11,49,2,1.45,False
4145,Sales,Male,41,Analyst,2020-12-09,5,Bachelor,4,50682.29,46,22,3,2,0,9,69,3,2.13,True
4146,Finance,Male,26,Executive,2019-05-29,6,Master,3,45570.26,60,25,17,3,50,3,14,1,3.48,False
4147,Legal,Male,33,Analyst,2023-04-08,1,Bachelor,2,33910.29,51,25,14,1,75,7,5,2,3.81,True
4148,Legal,Female,21,Associate,2026-01-26,9,Diploma,4,64311.37,49,16,19,9,25,12,16,3,2.41,True
4149,Operations,Male,25,Manager,2024-12-22,2,PhD,3,34183.55,48,25,17,5,100,8,75,3,3.19,False
4150,Legal,Male,43,Executive,2020-05-09,2,Bachelor,4,37096.08,46,25,11,9,25,11,33,3,2.3,False
4151,Operations,Male,36,Manager,2016-02-20,8,Diploma,3,54888.26,58,25,12,8,100,3,79,0,1.55,False
